title,release_year,main_character_name,main_character_gender,country
Obsessive Rhythms,2013,Asia Argento,Female,France
Apaches,2013,François-Joseph Cullioli,Male,France
Rosalie Blum,2015,Noémie Lvovsky,Female,France
Silence du léopard,2015,Armande Boulanger,Female,France
Les corps étrangers,2014,Michaël Abiteboul,Male,France
Rouge,2015,Jeanne Balibar,Female,France
De guerre lasse,2014,Jalil Lespert,Male,France
Le coeur des hommes 3,2013,Bernard Campan,Male,France
A Stormy Summer Night,2015,Marina Foïs,Female,France
Dealer,2014,Dan Bronchinson,Male,France
Under the Rainbow,2013,Agathe Bonitzer,Female,France
I'm All Yours,2015,Vimala Pons,Female,France
The Gate,2014,Raphaël Personnaz,Male,France
Woman Under Influence,2015,Odile Vuillemin,Female,France
Underground Time,2015,Marie-Sophie Ferdane,Female,France
96 heures,2014,Gérard Lanvin,Male,France
Été '85,2014,Amélie Abrieu,Male,France
First Growth,2015,Gérard Lanvin,Male,France
The Final Lesson,2015,Marthe Villalonga,Female,France
Calomnies,2014,Marius Colucci,Male,France
The List of My Desires,2014,Mathilde Seigner,Female,France
Valentin Valentin,2014,Marilou Berry,Female,France
Black Girl in Paris,2013,Tracey Heggins,Female,France
The Man Who Cracked the Nazi Code,2015,Rachel Williams,Male,France
"Les trois frères, le retour",2014,Didier Bourdon,Male,France
Land Legs,2015,Dominique Leborne,Male,France
Murder in Batz,2015,Stéphane Freiss,Male,France
At an Uncertain Time,2015,Joana Ribeiro,Female,France
French Blood,2015,Alban Lenoir,Male,France
White Soldier,2014,Abraham Belaga,Male,France
WTF,2014,Rémi Gaillard,Male,France
Through the Air,2015,Reda Kateb,Male,France
Papa Was Not a Rolling Stone,2014,Doria Achour,Female,France
Cookie,2013,Alice Taglioni,Female,France
Un village presque parfait,2014,Didier Bourdon,Male,France
Murder in the Cevennes,2014,Julie De Bona,Female,France
Murder in the Somme,2015,Jérôme Robart,Male,France
False Movement,2014,Zacharie Chasseriaud,Male,France
Domestic Life,2013,Emmanuelle Devos,Female,France
Electric July,2014,Nathan Bobet,Male,France
Aurélia,2013,Martin Barlan,Male,France
Story of Judas,2015,Nabil Djedouani,Male,France
Our Women,2015,Daniel Auteuil,Male,France
Near Death Experience,2014,Michel Houellebecq,Male,France
The Assistant,2015,Nathalie Baye,Female,France
Our Futures,2015,Pierre Rochefort,Male,France
Love at First Child,2015,Isabelle Carré,Female,France
Murder in Aigues-Mortes,2015,Florence Pernel,Female,France
Préjudice,2015,Thomas Blanchard,Male,France
Where There Is Shade,2015,David D'Ingeo,Male,France
Anything for Alice,2014,Max Boublil,Male,France
Gaby Baby Doll,2014,Lolita Chammah,Female,France
Get Well Soon,2014,Gérard Lanvin,Male,France
I'm a Sharpener,2013,Jean-Baptiste Maunier,Male,France
Dolça,2014,Noémie Schmidt,Female,France
Brotherhood of Tears,2013,Jérémie Renier,Male,France
Back in Crime,2013,Jean-Hugues Anglade,Male,France
My Friend Victoria,2014,Guslagie Malanga,Male,France
Eva & Leon,2015,Clotilde Hesme,Female,France
Sunny Star,2015,Anthony Devaux,Male,France
A Love You,2015,Antoine Gouy,Male,France
Jungle Chronicle,2015,Vincent Heneine,Male,France
Une bonne leçon,2013,Ingrid Chauvin,Female,France
Anton Chekhov 1890,2015,Nicolas Giraud,Male,France
Fool Circle,2014,Ludivine Sagnier,Female,France
Les Francis,2014,Lannick Gautry,Male,France
Dad in Training,2015,Manu Payet,Male,France
Ordinary Victories,2015,Nicolas Duvauchelle,Male,France
Paris-Willouby,2015,Isabelle Carré,Female,France
Dom Juan & Sganarelle,2015,Gérard Giroudon,Male,France
Icequake: Panic in the Alps,2014,Philippe Bas,Male,France
Maman(s),2015,Sokhna Diallo,Female,France
Journey Into Post-History,2015,Simon Versnel,Male,France
Des lendemains qui chantent,2014,Pio Marmaï,Male,France
The Fear,2015,Nino Rocher,Male,France
Boys Like Us,2014,Florian Carove,Male,France
A Childhood,2015,Alexi Mathieu,Male,France
Murder in Aveyron,2014,Florence Pernel,Female,France
Discount,2014,Olivier Barthélémy,Male,France
Friends from France,2013,Soko,Female,France
Les gorilles,2015,JoeyStarr,Male,France
Le dernier Gaulois,2015,Frédéric van den Driessche,Male,France
On/Off,2013,Carole Brana,Female,France
Longwave,2013,Valérie Donzelli,Female,France
Magic World,2015,Fantin Ravat,Male,France
All-Round Appraiser Q: The Eyes of Mona Lisa,2014,Haruka Ayase,Female,France
Cerise,2015,Zoé Adjani,Female,France
Letters of a Portuguese Nun,2014,Ségolène Point,Male,France
The Great Man,2014,Jérémie Renier,Male,France
Sunday Lunch,2015,Vincent Macaigne,Male,France
Le dernier voyage de l'énigmatique Paul WR,2015,Hugo Becker,Male,France
Maestro,2014,Pio Marmaï,Male,France
Un hombre au pair,2013,Antoine Duléry,Male,France
Murder in Pacot,2014,Alex Descas,Male,France
Everyday Objects,2013,Anne Ratte-Polle,Female,France
Piégé,2014,Pascal Elbé,Male,France
Astragal,2015,Leïla Bekhti,Female,France
Day of the Comet,2014,Adrien Marik,Male,France
Dors mon lapin,2013,Frédéric Diefenthal,Male,France
A Woman's Revenge,2015,Laëtitia Milot,Female,France
Social Butterfly,2013,Anna Margaret Hollyman,Female,France
Three Exercises of Interpretation,2013,Ludivine Anbérrée,Male,France
You'll Be a Man,2013,Aurelio Cohen,Male,France
Hostile,2014,Anatolia Allieis,Male,France
L'homme de ma vie,2015,Adel Bencherif,Male,France
The Roommates Party,2015,Karin Viard,Female,France
Ablations,2014,Denis Ménochet,Male,France
Truffaut au présent: Actrices,2014,Anne Azoulay,Female,France
The Easy Way Out,2014,Laurent Lafitte,Male,France
À ses enfants la patrie reconnaissante,2015,Jean-Louis Coulloc'h,Male,France
Monsieur Cauchemar,2015,Jean-Pierre Mocky,Male,France
Just Before Losing Everything,2013,Léa Drucker,Female,France
Au nom du fils,2015,Pascal Demolon,Male,France
Faites l'amour!,2014,Margot Bancilhon,Female,France
Just a Cop,2015,Mathilde Seigner,Female,France
Adieu Paris,2013,Jessica Schwarz,Female,France
"Paris, Love, Cut",2015,Arnaud Viard,Male,France
Looking for Her,2015,Céline Sallette,Female,France
Take-Away Romance,2014,Amelle Chahbi,Female,France
Belle comme la femme d'un autre,2014,Olivier Marchal,Male,France
Le plongeon,2014,Louis Leenart,Male,France
Mauvaise tête,2014,Jonas Bloquet,Male,France
You Can't Write a Letter,2013,Stefen Eynius,Male,France
Encore heureux,2015,Sandrine Kiberlain,Female,France
"La loi, le combat d'une femme pour toutes les femmes",2014,Emmanuelle Devos,Female,France
Post partum,2013,Mélanie Doutey,Female,France
Thugocratie,2015,Salim Kechiouche,Male,France
Flare,2014,Mayuko Fukuda,Female,France
Quand je ne dors pas,2015,Aurélien Gabrielli,Male,France
Même pas mal,2013,Julien Bleitrach,Male,France
La heredera,2014,Anne Marivin,Female,France
La fuga,2013,Adel Bencherif,Male,France
Sanctuary,2015,Jérémie Renier,Male,France
Stubborn,2015,Vincent Macaigne,Male,France
The Surrogate Mother,2015,Thierry Godard,Male,France
The Magic Snowflake,2013,Nathan Simony,Male,France
Aves de paso,2015,Clarisse Djuroski,Male,France
Cadavre exquis,2013,Ena Letourneux,Male,France
Les loups,2014,Cindy-Mae Arsenault,Female,France
Rose and the Soldier,2015,Fred Testot,Male,France
Demi-soeur,2013,Josiane Balasko,Female,France
Group Violence,2015,Vincent Cassel,Male,France
Les trois silences,2014,Caroline Silhol,Female,France
Nevers,2013,Alvie Bitemo,Male,France
Learn by Heart,2015,Balamine Guirassy,Male,France
Paris Countdown,2013,Jacques Gamblin,Male,France
Bloody Beans,2013,Adlane Aïssani,Male,France
Gare du Nord,2013,Nicole Garcia,Female,France
Paradise Cruise,2013,Vahina Giocante,Female,France
La fin de la nuit,2015,Nicole Garcia,Female,France
Divin enfant,2014,Émilie Dequenne,Female,France
Vanity,2015,Patrick Lapp,Male,France
Cruel,2014,Jean-Jacques Lelté,Male,France
Les bêtises,2015,Jérémie Elkaïm,Male,France
Kiki Meets the Vampires,2014,Augustine Alvarez,Male,France
Kickback,2015,Lee Delong,Female,France
"Méditerranée, notre mer à tous",2014,Gérard Darmon,Male,France
The Apaches,2015,Nassim Amaouche,Male,France
Aïssa,2014,Manda Touré,Female,France
Boca de Sangre,2013,Julie Granier,Male,France
Cafard,2015,Jean-Hugues Anglade,Male,France
Palace Beach Hotel,2014,Thierry Godard,Male,France
Wolfy the Incredible Secret,2013,Malik Zidi,Male,France
She Walks,2015,Yannick Choirat,Male,France
Kiki of Montparnasse,2013,Marie-Christine Orry,Female,France
Young Tiger,2014,Harmandeep Palminder,Male,France
GHB: To Be or Not to Be,2014,Marina Hands,Female,France
Un p'tit gars de Ménilmontant,2013,Olivier Marchal,Male,France
Voilà l'enchaînement,2014,Alex Descas,Male,France
My Son,2014,Michèle Laroque,Female,France
Unexpected Love,2015,Ludmila Mikaël,Female,France
À votre bon coeur mesdames,2013,Jean-Pierre Mocky,Male,France
Miss and the Doctors,2013,Cédric Kahn,Male,France
Ophelia,2013,Django Desplain,Male,France
A Young Poet,2014,Rémi Taffanel,Male,France
Ma plus courte histoire d'amour,2015,Karin Albou,Female,France
Stop Me Here,2015,Reda Kateb,Male,France
Démons,2015,Romain Duris,Male,France
Pilules bleues,2014,Guillaume Gouix,Male,France
Un début prometteur,2015,Manu Payet,Male,France
Anna et Otto,2013,Félix Moati,Male,France
Only the Fire,2013,Mireille Perrier,Female,France
Zombie Club Special Cocktail,2014,Dominique Bettenfeld,Male,France
The Audition,2013,François Civil,Male,France
Week-ends,2014,Karin Viard,Female,France
Bouddhi Bouddha,2013,Aude-Laurence Clermont Biver,Male,France
Big House,2015,Sarah-Jane Sauvegrain,Female,France
Silence,2013,Clovis Fouin,Male,France
Eat Your Bones,2014,Frédéric Dorkel,Male,France
The Nobodies,2015,Raphaël Descraques,Male,France
Blackballed,2015,Bernard Campan,Male,France
Brèves de comptoir,2014,Chantal Neuwirth,Female,France
A Smell of Blood,2015,Anny Duperey,Female,France
La piscine,2014,Florence Coste,Female,France
Les jours venus,2014,Romain Goupil,Male,France
No es amor,2013,Déborah François,Female,France
Journey Through China,2015,Yolande Moreau,Female,France
Adama,2015,Azize Diabaté Abdoulaye,Male,France
Atlit,2014,Géraldine Nakache,Female,France
Tenderness,2013,Marilyne Canto,Female,France
August,2015,Ada Thoretton,Male,France
The Statesman,2014,Pierre Santini,Male,France
Grounded,2014,Stéphanie Caillol,Female,France
No Mad,2014,Dominique Bettenfeld,Male,France
Printemps Tunisien,2014,Bilel Briki,Male,France
The Girl and the River,2014,Sabrina Seyvecou,Female,France
The Ultimate Accessory,2013,Valérie Lemercier,Female,France
Delicate Gravity,2013,Yvan Attal,Male,France
"Ya pasará, pero, ¿cuándo?",2014,Stéphane Freiss,Male,France
Vigée Le Brun: The Queens Painter,2015,Stéphane Ronchewski,Male,France
Musical Chairs,2015,Isabelle Carré,Female,France
Next Year,2014,Constance Rousseau,Female,France
Manon Lescaut,2013,Céline Perreau,Male,France
Pola,2013,Louise De Fleury,Female,France
Félix et les Loups,2014,Julien Baumgartner,Male,France
By Accident,2015,Hafsia Herzi,Female,France
Lili Rose,2014,Salomé Stévenin,Female,France
C'est l'amour,2015,Astrid Adverbe,Male,France
Je vous présente ma femme,2013,Catherine Jacob,Female,France
Oscar et Adélaïde,2015,Myriam Bourguignon,Female,France
My Son's Murderer Will Die Tonight,2014,Jean-Paul Rouve,Male,France
Mirage of Love,2015,Marie Gillain,Female,France
Ennui ennui,2013,Edith Scob,Female,France
Totems,2014,Julie Lesgages,Female,France
Aunt Hilda!,2013,Sabine Azéma,Female,France
Mister Perrichon's Journey,2014,Didier Bourdon,Male,France
Little from the Fish Shop,2015,Ivana Chýlková,Female,France
Chez nous c'est trois!,2013,Noémie Lvovsky,Female,France
Fever,2014,Martin Loizillon,Male,France
"Polaris, the Space Submarine and the Mystery of the Polar Night",2015,Damien Laquet,Male,France
Under the Starry Sky,2013,Ralph Amoussou,Male,France
You'll Never Walk Alone,2015,Barbara Bolotner,Female,France
Raw,2016,Garance Marillier,Female,France
Climax,2018,Sofia Boutella,Female,France
The Guernsey Literary and Potato Peel Pie Society,2018,Jessica Brown Findlay,Female,France
Incident in a Ghostland,2018,Crystal Reed,Female,France
MILF,2018,Marie-Josée Croze,Female,France
Personal Shopper,2016,Kristen Stewart,Female,France
Revenge,2017,Matilda Anna Ingrid Lutz,Female,France
Elle,2016,Isabelle Huppert,Female,France
The Innocents,2016,Lou de Laâge,Female,France
Double Lover,2017,Marine Vacth,Female,France
Cold War,2018,Joanna Kulig,Female,France
"Mektoub, My Love: Canto Uno",2017,Shaïn Boumedine,Male,France
The Wild Boys,2017,Pauline Lorillard,Female,France
Love & Friendship,2016,Kate Beckinsale,Female,France
Rock'n Roll,2017,Guillaume Canet,Male,France
If I Were a Boy,2017,Audrey Dana,Female,France
Our Kind of Traitor,2016,Carlos Acosta,Male,France
Ava,2017,Noée Abita,Female,France
Submergence,2017,Alicia Vikander,Female,France
Hidden Kisses,2016,Patrick Timsit,Male,France
Sauvage / Wild,2018,Félix Maritaud,Male,France
Happy End,2017,Isabelle Huppert,Female,France
It's Only the End of the World,2016,Nathalie Baye,Female,France
Planetarium,2016,Natalie Portman,Female,France
I Am Jonas,2018,Félix Maritaud,Male,France
The Trouble with You,2018,Adèle Haenel,Female,France
Paris 05:59: Théo & Hugo,2016,Mario Fanfani,Male,France
Taxi 5,2018,Franck Gastambide,Male,France
City Hunter,2018,Philippe Lacheau,Male,France
D'après une histoire vraie,2017,Emmanuelle Seigner,Female,France
Nothing to Hide,2018,Bérénice Bejo,Female,France
Non-Fiction,2018,Guillaume Canet,Male,France
Lola & Her Brothers,2018,Ludivine Sagnier,Female,France
Knife + Heart,2018,Vanessa Paradis,Female,France
Madame,2017,Toni Collette,Female,France
Two Is a Family,2016,Omar Sy,Male,France
Sex Doll,2016,Hafsia Herzi,Female,France
The Consolation,2017,Léa Drucker,Female,France
My Life as a Zucchini,2016,Gaspard Schlatter,Male,France
The Odyssey,2016,Lambert Wilson,Male,France
Let the Sunshine In,2017,Juliette Binoche,Female,France
C'est la vie!,2017,Jean-Pierre Bacri,Male,France
Kalinka,2016,Daniel Auteuil,Male,France
Being 17,2016,Sandrine Kiberlain,Female,France
MFKZ,2017,Orelsan,Male,France
In the Shadow of Iris,2016,Romain Duris,Male,France
Victoria,2016,Virginie Efira,Female,France
I Am Not an Easy Man,2018,Vincent Elbaz,Male,France
The Unknown Girl,2016,Adèle Haenel,Female,France
Alibi.com,2017,Philippe Lacheau,Male,France
A Bag of Marbles,2017,Dorian Le Clech,Male,France
Things to Come,2016,Isabelle Huppert,Female,France
Sahara,2017,Omar Sy,Male,France
The Dancer,2016,Soko,Female,France
Down by Love,2016,Adèle Exarchopoulos,Female,France
Orpheline,2016,Adèle Haenel,Female,France
Knock,2017,Omar Sy,Male,France
Mothers' Instinct,2018,Veerle Baetens,Female,France
Sorry Angel,2018,Vincent Lacoste,Male,France
From the Land of the Moon,2016,Marion Cotillard,Female,France
Lady J,2018,Cécile de France,Female,France
Godard Mon Amour,2017,Louis Garrel,Male,France
A Kid,2016,Pierre Deladonchamps,Male,France
White Fang,2018,Raphaël Personnaz,Male,France
Chocolat,2016,Omar Sy,Male,France
Budapest,2018,Manu Payet,Male,France
Burn Out,2017,François Civil,Male,France
An Impossible Love,2018,Virginie Efira,Female,France
Aladdin 2,2018,Kev Adams,Male,France
Up for Love,2016,Jean Dujardin,Male,France
Louise by the Shore,2016,Diane Dassigny,Female,France
Divines,2016,Oulaya Amamra,Female,France
The Emperor of Paris,2018,Vincent Cassel,Male,France
A Faithful Man,2018,Louis Garrel,Male,France
Tempting Devils,2018,Isabelle Prim,Female,France
Montparnasse Bienvenüe,2017,Laetitia Dosch,Female,France
The World Is Yours,2018,Karim Leklou,Male,France
A Breath Away,2018,Romain Duris,Male,France
The Climb,2017,Ahmed Sylla,Male,France
Let the Corpses Tan,2017,Elina Löwensohn,Female,France
Out of Love,2016,Naomi Velissariou,Male,France
Back to Burgundy,2017,Pio Marmaï,Male,France
"Remi, Nobody's Boy",2018,Daniel Auteuil,Male,France
Memoir of War,2017,Mélanie Thierry,Female,France
My Son,2017,Guillaume Canet,Male,France
The Apparition,2018,Vincent Lindon,Male,France
Savage,2018,Lily-Rose Depp,Female,France
Wedding Unplanned,2017,Reem Kherici,Female,France
Jessica Forever,2018,Aomi Muyock,Female,France
3 Days in Quiberon,2018,Marie Bäumer,Female,France
Girls of the Sun,2018,Golshifteh Farahani,Female,France
Rolling to You,2018,Franck Dubosc,Male,France
I Do Not Care If We Go Down in History as Barbarians,2018,Ioana Iacob,Female,France
Belleville Cop,2018,Omar Sy,Male,France
Black Tide,2018,Vincent Cassel,Male,France
Bad Seeds,2018,Kheiron,Male,France
Shéhérazade,2018,Dylan Robert,Male,France
Custody,2017,Léa Drucker,Female,France
Of Skin and Men,2017,Hafsia Herzi,Female,France
The Mansion,2017,Marc Jarousseau,Male,France
The Sower,2017,Pauline Burlet,Female,France
School's Out,2018,Laurent Lafitte,Male,France
Le brio,2017,Daniel Auteuil,Male,France
The Guardians,2017,Nathalie Baye,Female,France
Mr & Mme Adelman,2017,Doria Tillier,Female,France
The Big Bad Fox and Other Tales,2017,Guillaume Darnault,Male,France
Carbon,2017,Benoît Magimel,Male,France
The Jungle Bunch,2017,Philippe Bozo,Male,France
Infidelity,2018,Isabelle Carré,Female,France
Minuscule - Mandibles from Far Away,2018,Bruno Salomone,Male,France
Marie Curie: The Courage of Knowledge,2016,Karolina Gruszka,Female,France
Lover for a Day,2017,Éric Caravaca,Male,France
Eva,2018,Isabelle Huppert,Female,France
The House by the Sea,2017,Ariane Ascaride,Female,France
L'échange des princesses,2017,Lambert Wilson,Male,France
Little Tickles,2018,Andréa Bescond,Female,France
Apocalypse After,2018,Pauline Jacquard,Female,France
Django,2017,Reda Kateb,Male,France
Thousand Cuts,2017,Tomer Sisley,Male,France
M,2017,Sara Forestier,Female,France
Nobody's Perfect!,2017,Gérard Depardieu,Male,France
Return of the Hero,2018,Jean Dujardin,Male,France
"One Nation, One King",2018,Gaspard Ulliel,Male,France
In Your Hands,2018,Lambert Wilson,Male,France
R.A.I.D. Special Unit,2016,Alice Pol,Female,France
Gabriel and the Mountain,2017,João Pedro Zappa,Male,France
Nocturama,2016,Finnegan Oldfield,Male,France
Break,2018,Sabrina Ouazani,Female,France
You Choose!,2017,Alexandra Lamy,Female,France
